Bb	CP	Solvent	Electrode	Additives	Prior_score
Flavanone	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	Formic_acid	1.73e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	CsCO3	2.95e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	Triethylamine	1.74e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	NiCl2	2.91e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	CuCl2	1.94e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	Pd(OAc)2	1.63e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	Dy(OTf)3	2.35e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	Nothing	1.31e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	Ptsoh	1.59e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	Formic_acid	1.83e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	CsCO3	2.9e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	Triethylamine	1.38e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	NiCl2	2.99e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	CuCl2	1.41e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	Pd(OAc)2	1.43e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	Dy(OTf)3	2.76e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	Nothing	1.34e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	Ptsoh	1.86e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	Formic_acid	1.12e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	CsCO3	2.81e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	Triethylamine	1.03e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	NiCl2	2.96e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	CuCl2	1.24e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	Pd(OAc)2	1.25e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	Dy(OTf)3	2.97e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	Nothing	1.28e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	Ptsoh	1.52e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	Formic_acid	9.3e-06
Flavanone	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	CsCO3	2.62e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	Triethylamine	1.12e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	NiCl2	2.22e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	CuCl2	1.56e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	Pd(OAc)2	1.8e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	Dy(OTf)3	2.9e-05
Flavanone	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	Nothing	1.69e-05
Flavanone	Propylamine	ACN	Carbon	Ptsoh	1.9e-05
Flavanone	Propylamine	ACN	Carbon	Formic_acid	1.75e-05
Flavanone	Propylamine	ACN	Carbon	CsCO3	2.68e-05
Flavanone	Propylamine	ACN	Carbon	Triethylamine	7.9e-06
Flavanone	Propylamine	ACN	Carbon	NiCl2	2.25e-05
Flavanone	Propylamine	ACN	Carbon	CuCl2	1.47e-05
Flavanone	Propylamine	ACN	Carbon	Pd(OAc)2	1.86e-05
Flavanone	Propylamine	ACN	Carbon	Dy(OTf)3	2.61e-05
Flavanone	Propylamine	ACN	Carbon	Nothing	1.7e-05
Flavanone	Propylamine	ACN	Platinum	Ptsoh	1.59e-05
Flavanone	Propylamine	ACN	Platinum	Formic_acid	1.8e-05
Flavanone	Propylamine	ACN	Platinum	CsCO3	2.97e-05
Flavanone	Propylamine	ACN	Platinum	Triethylamine	1.37e-05
Flavanone	Propylamine	ACN	Platinum	NiCl2	2.45e-05
Flavanone	Propylamine	ACN	Platinum	CuCl2	1.03e-05
Flavanone	Propylamine	ACN	Platinum	Pd(OAc)2	1.25e-05
Flavanone	Propylamine	ACN	Platinum	Dy(OTf)3	2.07e-05
Flavanone	Propylamine	ACN	Platinum	Nothing	1.41e-05
Flavanone	Propylamine	DMF	Carbon	Ptsoh	1.96e-05
Flavanone	Propylamine	DMF	Carbon	Formic_acid	1.12e-05
Flavanone	Propylamine	DMF	Carbon	CsCO3	2.17e-05
Flavanone	Propylamine	DMF	Carbon	Triethylamine	1.98e-05
Flavanone	Propylamine	DMF	Carbon	NiCl2	2.74e-05
Flavanone	Propylamine	DMF	Carbon	CuCl2	1.79e-05
Flavanone	Propylamine	DMF	Carbon	Pd(OAc)2	1.55e-05
Flavanone	Propylamine	DMF	Carbon	Dy(OTf)3	2.79e-05
Flavanone	Propylamine	DMF	Carbon	Nothing	1.72e-05
Flavanone	Propylamine	DMF	Platinum	Ptsoh	1.46e-05
Flavanone	Propylamine	DMF	Platinum	Formic_acid	1.93e-05
Flavanone	Propylamine	DMF	Platinum	CsCO3	2.37e-05
Flavanone	Propylamine	DMF	Platinum	Triethylamine	1.87e-05
Flavanone	Propylamine	DMF	Platinum	NiCl2	2.19e-05
Flavanone	Propylamine	DMF	Platinum	CuCl2	1.08e-05
Flavanone	Propylamine	DMF	Platinum	Pd(OAc)2	1.74e-05
Flavanone	Propylamine	DMF	Platinum	Dy(OTf)3	2.67e-05
Flavanone	Propylamine	DMF	Platinum	Nothing	1.16e-05
Flavanone	DABCO	ACN	Carbon	Ptsoh	7.4e-06
Flavanone	DABCO	ACN	Carbon	Formic_acid	7.2e-06
Flavanone	DABCO	ACN	Carbon	CsCO3	1.09e-05
Flavanone	DABCO	ACN	Carbon	Triethylamine	5.2e-06
Flavanone	DABCO	ACN	Carbon	NiCl2	8.2e-06
Flavanone	DABCO	ACN	Carbon	CuCl2	4.2e-06
Flavanone	DABCO	ACN	Carbon	Pd(OAc)2	7.2e-06
Flavanone	DABCO	ACN	Carbon	Dy(OTf)3	1.65e-05
Flavanone	DABCO	ACN	Carbon	Nothing	4.4e-06
Flavanone	DABCO	ACN	Platinum	Ptsoh	4e-07
Flavanone	DABCO	ACN	Platinum	Formic_acid	2.2e-06
Flavanone	DABCO	ACN	Platinum	CsCO3	1.15e-05
Flavanone	DABCO	ACN	Platinum	Triethylamine	3e-07
Flavanone	DABCO	ACN	Platinum	NiCl2	1.32e-05
Flavanone	DABCO	ACN	Platinum	CuCl2	1e-07
Flavanone	DABCO	ACN	Platinum	Pd(OAc)2	2.7e-06
Flavanone	DABCO	ACN	Platinum	Dy(OTf)3	8.9e-06
Flavanone	DABCO	ACN	Platinum	Nothing	8e-07
Flavanone	DABCO	DMF	Carbon	Ptsoh	1e-07
Flavanone	DABCO	DMF	Carbon	Formic_acid	2.1e-06
Flavanone	DABCO	DMF	Carbon	CsCO3	1.73e-05
Flavanone	DABCO	DMF	Carbon	Triethylamine	2.4e-06
Flavanone	DABCO	DMF	Carbon	NiCl2	1.88e-05
Flavanone	DABCO	DMF	Carbon	CuCl2	2e-06
Flavanone	DABCO	DMF	Carbon	Pd(OAc)2	2.2e-06
Flavanone	DABCO	DMF	Carbon	Dy(OTf)3	7.7e-06
Flavanone	DABCO	DMF	Carbon	Nothing	3.4e-06
Flavanone	DABCO	DMF	Platinum	Ptsoh	4.3e-06
Flavanone	DABCO	DMF	Platinum	Formic_acid	2.5e-06
Flavanone	DABCO	DMF	Platinum	CsCO3	1.99e-05
Flavanone	DABCO	DMF	Platinum	Triethylamine	4.7e-06
Flavanone	DABCO	DMF	Platinum	NiCl2	1.86e-05
Flavanone	DABCO	DMF	Platinum	CuCl2	4e-06
Flavanone	DABCO	DMF	Platinum	Pd(OAc)2	7.4e-06
Flavanone	DABCO	DMF	Platinum	Dy(OTf)3	1.36e-05
Flavanone	DABCO	DMF	Platinum	Nothing	2.1e-06
Flavanone	Potassium_cyanide	ACN	Carbon	Ptsoh	1.71e-05
Flavanone	Potassium_cyanide	ACN	Carbon	Formic_acid	1.47e-05
Flavanone	Potassium_cyanide	ACN	Carbon	CsCO3	1.18e-05
Flavanone	Potassium_cyanide	ACN	Carbon	Triethylamine	1.91e-05
Flavanone	Potassium_cyanide	ACN	Carbon	NiCl2	1.39e-05
Flavanone	Potassium_cyanide	ACN	Carbon	CuCl2	9.6e-06
Flavanone	Potassium_cyanide	ACN	Carbon	Pd(OAc)2	1.63e-05
Flavanone	Potassium_cyanide	ACN	Carbon	Dy(OTf)3	1.58e-05
Flavanone	Potassium_cyanide	ACN	Carbon	Nothing	1.17e-05
Flavanone	Potassium_cyanide	ACN	Platinum	Ptsoh	1.68e-05
Flavanone	Potassium_cyanide	ACN	Platinum	Formic_acid	1.73e-05
Flavanone	Potassium_cyanide	ACN	Platinum	CsCO3	1.41e-05
Flavanone	Potassium_cyanide	ACN	Platinum	Triethylamine	1.19e-05
Flavanone	Potassium_cyanide	ACN	Platinum	NiCl2	1.99e-05
Flavanone	Potassium_cyanide	ACN	Platinum	CuCl2	1.04e-05
Flavanone	Potassium_cyanide	ACN	Platinum	Pd(OAc)2	1.53e-05
Flavanone	Potassium_cyanide	ACN	Platinum	Dy(OTf)3	1.68e-05
Flavanone	Potassium_cyanide	ACN	Platinum	Nothing	1.71e-05
Flavanone	Potassium_cyanide	DMF	Carbon	Ptsoh	1.51e-05
Flavanone	Potassium_cyanide	DMF	Carbon	Formic_acid	1.53e-05
Flavanone	Potassium_cyanide	DMF	Carbon	CsCO3	1.57e-05
Flavanone	Potassium_cyanide	DMF	Carbon	Triethylamine	1.48e-05
Flavanone	Potassium_cyanide	DMF	Carbon	NiCl2	9.9e-06
Flavanone	Potassium_cyanide	DMF	Carbon	CuCl2	1.07e-05
Flavanone	Potassium_cyanide	DMF	Carbon	Pd(OAc)2	1.04e-05
Flavanone	Potassium_cyanide	DMF	Carbon	Dy(OTf)3	7.9e-06
Flavanone	Potassium_cyanide	DMF	Carbon	Nothing	1.03e-05
Flavanone	Potassium_cyanide	DMF	Platinum	Ptsoh	1.55e-05
Flavanone	Potassium_cyanide	DMF	Platinum	Formic_acid	1.69e-05
Flavanone	Potassium_cyanide	DMF	Platinum	CsCO3	1.11e-05
Flavanone	Potassium_cyanide	DMF	Platinum	Triethylamine	9.3e-06
Flavanone	Potassium_cyanide	DMF	Platinum	NiCl2	1.64e-05
Flavanone	Potassium_cyanide	DMF	Platinum	CuCl2	1.85e-05
Flavanone	Potassium_cyanide	DMF	Platinum	Pd(OAc)2	1.99e-05
Flavanone	Potassium_cyanide	DMF	Platinum	Dy(OTf)3	9.6e-06
Flavanone	Potassium_cyanide	DMF	Platinum	Nothing	9.4e-06
Flavanone	Rawal_diene	ACN	Carbon	Ptsoh	1.1e-05
Flavanone	Rawal_diene	ACN	Carbon	Formic_acid	2.01e-05
Flavanone	Rawal_diene	ACN	Carbon	CsCO3	8.5e-06
Flavanone	Rawal_diene	ACN	Carbon	Triethylamine	1.5e-05
Flavanone	Rawal_diene	ACN	Carbon	NiCl2	9.2e-06
Flavanone	Rawal_diene	ACN	Carbon	CuCl2	1.63e-05
Flavanone	Rawal_diene	ACN	Carbon	Pd(OAc)2	1.48e-05
Flavanone	Rawal_diene	ACN	Carbon	Dy(OTf)3	8.1e-06
Flavanone	Rawal_diene	ACN	Carbon	Nothing	1.96e-05
Flavanone	Rawal_diene	ACN	Platinum	Ptsoh	1.54e-05
Flavanone	Rawal_diene	ACN	Platinum	Formic_acid	1.98e-05
Flavanone	Rawal_diene	ACN	Platinum	CsCO3	1.24e-05
Flavanone	Rawal_diene	ACN	Platinum	Triethylamine	1.48e-05
Flavanone	Rawal_diene	ACN	Platinum	NiCl2	1.25e-05
Flavanone	Rawal_diene	ACN	Platinum	CuCl2	1.97e-05
Flavanone	Rawal_diene	ACN	Platinum	Pd(OAc)2	1.17e-05
Flavanone	Rawal_diene	ACN	Platinum	Dy(OTf)3	1.31e-05
Flavanone	Rawal_diene	ACN	Platinum	Nothing	1.58e-05
Flavanone	Rawal_diene	DMF	Carbon	Ptsoh	1.73e-05
Flavanone	Rawal_diene	DMF	Carbon	Formic_acid	1.04e-05
Flavanone	Rawal_diene	DMF	Carbon	CsCO3	1.56e-05
Flavanone	Rawal_diene	DMF	Carbon	Triethylamine	1.96e-05
Flavanone	Rawal_diene	DMF	Carbon	NiCl2	9.6e-06
Flavanone	Rawal_diene	DMF	Carbon	CuCl2	1.43e-05
Flavanone	Rawal_diene	DMF	Carbon	Pd(OAc)2	1.79e-05
Flavanone	Rawal_diene	DMF	Carbon	Dy(OTf)3	1.02e-05
Flavanone	Rawal_diene	DMF	Carbon	Nothing	1.97e-05
Flavanone	Rawal_diene	DMF	Platinum	Ptsoh	1.97e-05
Flavanone	Rawal_diene	DMF	Platinum	Formic_acid	2.01e-05
Flavanone	Rawal_diene	DMF	Platinum	CsCO3	1.4e-05
Flavanone	Rawal_diene	DMF	Platinum	Triethylamine	1.99e-05
Flavanone	Rawal_diene	DMF	Platinum	NiCl2	1.53e-05
Flavanone	Rawal_diene	DMF	Platinum	CuCl2	1.73e-05
Flavanone	Rawal_diene	DMF	Platinum	Pd(OAc)2	1.98e-05
Flavanone	Rawal_diene	DMF	Platinum	Dy(OTf)3	1.9e-05
Flavanone	Rawal_diene	DMF	Platinum	Nothing	9.3e-06
Flavanone	Tetrachloroisophthalodinitrile	ACN	Carbon	Ptsoh	4e-06
Flavanone	Tetrachloroisophthalodinitrile	ACN	Carbon	Formic_acid	6.5e-06
Flavanone	Tetrachloroisophthalodinitrile	ACN	Carbon	CsCO3	1.7e-05
Flavanone	Tetrachloroisophthalodinitrile	ACN	Carbon	Triethylamine	7.4e-06
Flavanone	Tetrachloroisophthalodinitrile	ACN	Carbon	NiCl2	1.99e-05
Flavanone	Tetrachloroisophthalodinitrile	ACN	Carbon	CuCl2	2.1e-06
Flavanone	Tetrachloroisophthalodinitrile	ACN	Carbon	Pd(OAc)2	6.2e-06
Flavanone	Tetrachloroisophthalodinitrile	ACN	Carbon	Dy(OTf)3	2e-05
Flavanone	Tetrachloroisophthalodinitrile	ACN	Carbon	Nothing	7.1e-06
Flavanone	Tetrachloroisophthalodinitrile	ACN	Platinum	Ptsoh	4.1e-06
Flavanone	Tetrachloroisophthalodinitrile	ACN	Platinum	Formic_acid	8e-07
Flavanone	Tetrachloroisophthalodinitrile	ACN	Platinum	CsCO3	1.55e-05
Flavanone	Tetrachloroisophthalodinitrile	ACN	Platinum	Triethylamine	3.5e-06
Flavanone	Tetrachloroisophthalodinitrile	ACN	Platinum	NiCl2	2.01e-05
Flavanone	Tetrachloroisophthalodinitrile	ACN	Platinum	CuCl2	5.8e-06
Flavanone	Tetrachloroisophthalodinitrile	ACN	Platinum	Pd(OAc)2	4.4e-06
Flavanone	Tetrachloroisophthalodinitrile	ACN	Platinum	Dy(OTf)3	1.39e-05
Flavanone	Tetrachloroisophthalodinitrile	ACN	Platinum	Nothing	1.6e-06
Flavanone	Tetrachloroisophthalodinitrile	DMF	Carbon	Ptsoh	5.4e-06
Flavanone	Tetrachloroisophthalodinitrile	DMF	Carbon	Formic_acid	1e-06
Flavanone	Tetrachloroisophthalodinitrile	DMF	Carbon	CsCO3	9.4e-06
Flavanone	Tetrachloroisophthalodinitrile	DMF	Carbon	Triethylamine	1.1e-06
Flavanone	Tetrachloroisophthalodinitrile	DMF	Carbon	NiCl2	7.9e-06
Flavanone	Tetrachloroisophthalodinitrile	DMF	Carbon	CuCl2	7.1e-06
Flavanone	Tetrachloroisophthalodinitrile	DMF	Carbon	Pd(OAc)2	5.3e-06
Flavanone	Tetrachloroisophthalodinitrile	DMF	Carbon	Dy(OTf)3	1.64e-05
Flavanone	Tetrachloroisophthalodinitrile	DMF	Carbon	Nothing	5.6e-06
Flavanone	Tetrachloroisophthalodinitrile	DMF	Platinum	Ptsoh	7.1e-06
Flavanone	Tetrachloroisophthalodinitrile	DMF	Platinum	Formic_acid	4.8e-06
Flavanone	Tetrachloroisophthalodinitrile	DMF	Platinum	CsCO3	1.56e-05
Flavanone	Tetrachloroisophthalodinitrile	DMF	Platinum	Triethylamine	1.5e-06
Flavanone	Tetrachloroisophthalodinitrile	DMF	Platinum	NiCl2	1.38e-05
Flavanone	Tetrachloroisophthalodinitrile	DMF	Platinum	CuCl2	7e-06
Flavanone	Tetrachloroisophthalodinitrile	DMF	Platinum	Pd(OAc)2	3.7e-06
Flavanone	Tetrachloroisophthalodinitrile	DMF	Platinum	Dy(OTf)3	2.02e-05
Flavanone	Tetrachloroisophthalodinitrile	DMF	Platinum	Nothing	3e-07
Flavanone	Propiolic_acid	ACN	Carbon	Ptsoh	1.16e-05
Flavanone	Propiolic_acid	ACN	Carbon	Formic_acid	1.89e-05
Flavanone	Propiolic_acid	ACN	Carbon	CsCO3	2.11e-05
Flavanone	Propiolic_acid	ACN	Carbon	Triethylamine	8.5e-06
Flavanone	Propiolic_acid	ACN	Carbon	NiCl2	2.27e-05
Flavanone	Propiolic_acid	ACN	Carbon	CuCl2	1.09e-05
Flavanone	Propiolic_acid	ACN	Carbon	Pd(OAc)2	8.2e-06
Flavanone	Propiolic_acid	ACN	Carbon	Dy(OTf)3	2.25e-05
Flavanone	Propiolic_acid	ACN	Carbon	Nothing	1e-05
Flavanone	Propiolic_acid	ACN	Platinum	Ptsoh	1.34e-05
Flavanone	Propiolic_acid	ACN	Platinum	Formic_acid	8.2e-06
Flavanone	Propiolic_acid	ACN	Platinum	CsCO3	2.84e-05
Flavanone	Propiolic_acid	ACN	Platinum	Triethylamine	1.79e-05
Flavanone	Propiolic_acid	ACN	Platinum	NiCl2	2.77e-05
Flavanone	Propiolic_acid	ACN	Platinum	CuCl2	1.93e-05
Flavanone	Propiolic_acid	ACN	Platinum	Pd(OAc)2	1.88e-05
Flavanone	Propiolic_acid	ACN	Platinum	Dy(OTf)3	2.4e-05
Flavanone	Propiolic_acid	ACN	Platinum	Nothing	1.64e-05
Flavanone	Propiolic_acid	DMF	Carbon	Ptsoh	1.25e-05
Flavanone	Propiolic_acid	DMF	Carbon	Formic_acid	1.16e-05
Flavanone	Propiolic_acid	DMF	Carbon	CsCO3	2.3e-05
Flavanone	Propiolic_acid	DMF	Carbon	Triethylamine	1.82e-05
Flavanone	Propiolic_acid	DMF	Carbon	NiCl2	2.58e-05
Flavanone	Propiolic_acid	DMF	Carbon	CuCl2	1.86e-05
Flavanone	Propiolic_acid	DMF	Carbon	Pd(OAc)2	1.85e-05
Flavanone	Propiolic_acid	DMF	Carbon	Dy(OTf)3	2.15e-05
Flavanone	Propiolic_acid	DMF	Carbon	Nothing	1.27e-05
Flavanone	Propiolic_acid	DMF	Platinum	Ptsoh	1.49e-05
Flavanone	Propiolic_acid	DMF	Platinum	Formic_acid	1.61e-05
Flavanone	Propiolic_acid	DMF	Platinum	CsCO3	2.95e-05
Flavanone	Propiolic_acid	DMF	Platinum	Triethylamine	1.98e-05
Flavanone	Propiolic_acid	DMF	Platinum	NiCl2	2.06e-05
Flavanone	Propiolic_acid	DMF	Platinum	CuCl2	7.9e-06
Flavanone	Propiolic_acid	DMF	Platinum	Pd(OAc)2	1.09e-05
Flavanone	Propiolic_acid	DMF	Platinum	Dy(OTf)3	2.48e-05
Flavanone	Propiolic_acid	DMF	Platinum	Nothing	1.97e-05
Flavanone	Carveol	ACN	Carbon	Ptsoh	1.64e-05
Flavanone	Carveol	ACN	Carbon	Formic_acid	8.3e-06
Flavanone	Carveol	ACN	Carbon	CsCO3	9.9e-06
Flavanone	Carveol	ACN	Carbon	Triethylamine	1.12e-05
Flavanone	Carveol	ACN	Carbon	NiCl2	1.39e-05
Flavanone	Carveol	ACN	Carbon	CuCl2	1.52e-05
Flavanone	Carveol	ACN	Carbon	Pd(OAc)2	1.07e-05
Flavanone	Carveol	ACN	Carbon	Dy(OTf)3	8.8e-06
Flavanone	Carveol	ACN	Carbon	Nothing	1.75e-05
Flavanone	Carveol	ACN	Platinum	Ptsoh	1.86e-05
Flavanone	Carveol	ACN	Platinum	Formic_acid	1.31e-05
Flavanone	Carveol	ACN	Platinum	CsCO3	1.07e-05
Flavanone	Carveol	ACN	Platinum	Triethylamine	1.36e-05
Flavanone	Carveol	ACN	Platinum	NiCl2	1.98e-05
Flavanone	Carveol	ACN	Platinum	CuCl2	1.56e-05
Flavanone	Carveol	ACN	Platinum	Pd(OAc)2	1.08e-05
Flavanone	Carveol	ACN	Platinum	Dy(OTf)3	7.8e-06
Flavanone	Carveol	ACN	Platinum	Nothing	8.5e-06
Flavanone	Carveol	DMF	Carbon	Ptsoh	1.32e-05
Flavanone	Carveol	DMF	Carbon	Formic_acid	1.06e-05
Flavanone	Carveol	DMF	Carbon	CsCO3	1.54e-05
Flavanone	Carveol	DMF	Carbon	Triethylamine	1.31e-05
Flavanone	Carveol	DMF	Carbon	NiCl2	1.35e-05
Flavanone	Carveol	DMF	Carbon	CuCl2	1.04e-05
Flavanone	Carveol	DMF	Carbon	Pd(OAc)2	9.5e-06
Flavanone	Carveol	DMF	Carbon	Dy(OTf)3	1.21e-05
Flavanone	Carveol	DMF	Carbon	Nothing	9e-06
Flavanone	Carveol	DMF	Platinum	Ptsoh	1.53e-05
Flavanone	Carveol	DMF	Platinum	Formic_acid	1.88e-05
Flavanone	Carveol	DMF	Platinum	CsCO3	9.7e-06
Flavanone	Carveol	DMF	Platinum	Triethylamine	1.71e-05
Flavanone	Carveol	DMF	Platinum	NiCl2	1.03e-05
Flavanone	Carveol	DMF	Platinum	CuCl2	1.42e-05
Flavanone	Carveol	DMF	Platinum	Pd(OAc)2	8.7e-06
Flavanone	Carveol	DMF	Platinum	Dy(OTf)3	9.7e-06
Flavanone	Carveol	DMF	Platinum	Nothing	9.9e-06
Flavanone	Dimethylamine	ACN	Carbon	Ptsoh	1.91e-05
Flavanone	Dimethylamine	ACN	Carbon	Formic_acid	1.34e-05
Flavanone	Dimethylamine	ACN	Carbon	CsCO3	2.86e-05
Flavanone	Dimethylamine	ACN	Carbon	Triethylamine	1.07e-05
Flavanone	Dimethylamine	ACN	Carbon	NiCl2	2.72e-05
Flavanone	Dimethylamine	ACN	Carbon	CuCl2	8.1e-06
Flavanone	Dimethylamine	ACN	Carbon	Pd(OAc)2	9e-06
Flavanone	Dimethylamine	ACN	Carbon	Dy(OTf)3	2.49e-05
Flavanone	Dimethylamine	ACN	Carbon	Nothing	1.57e-05
Flavanone	Dimethylamine	ACN	Platinum	Ptsoh	1.11e-05
Flavanone	Dimethylamine	ACN	Platinum	Formic_acid	1.8e-05
Flavanone	Dimethylamine	ACN	Platinum	CsCO3	2.17e-05
Flavanone	Dimethylamine	ACN	Platinum	Triethylamine	1.28e-05
Flavanone	Dimethylamine	ACN	Platinum	NiCl2	2.23e-05
Flavanone	Dimethylamine	ACN	Platinum	CuCl2	9.6e-06
Flavanone	Dimethylamine	ACN	Platinum	Pd(OAc)2	1.12e-05
Flavanone	Dimethylamine	ACN	Platinum	Dy(OTf)3	2.5e-05
Flavanone	Dimethylamine	ACN	Platinum	Nothing	1.12e-05
Flavanone	Dimethylamine	DMF	Carbon	Ptsoh	1.64e-05
Flavanone	Dimethylamine	DMF	Carbon	Formic_acid	1.08e-05
Flavanone	Dimethylamine	DMF	Carbon	CsCO3	2.92e-05
Flavanone	Dimethylamine	DMF	Carbon	Triethylamine	1.04e-05
Flavanone	Dimethylamine	DMF	Carbon	NiCl2	2.35e-05
Flavanone	Dimethylamine	DMF	Carbon	CuCl2	1.76e-05
Flavanone	Dimethylamine	DMF	Carbon	Pd(OAc)2	1.3e-05
Flavanone	Dimethylamine	DMF	Carbon	Dy(OTf)3	2.39e-05
Flavanone	Dimethylamine	DMF	Carbon	Nothing	1.04e-05
Flavanone	Dimethylamine	DMF	Platinum	Ptsoh	1.4e-05
Flavanone	Dimethylamine	DMF	Platinum	Formic_acid	1.95e-05
Flavanone	Dimethylamine	DMF	Platinum	CsCO3	2.54e-05
Flavanone	Dimethylamine	DMF	Platinum	Triethylamine	1.69e-05
Flavanone	Dimethylamine	DMF	Platinum	NiCl2	2.52e-05
Flavanone	Dimethylamine	DMF	Platinum	CuCl2	1.23e-05
Flavanone	Dimethylamine	DMF	Platinum	Pd(OAc)2	1.08e-05
Flavanone	Dimethylamine	DMF	Platinum	Dy(OTf)3	2.49e-05
Flavanone	Dimethylamine	DMF	Platinum	Nothing	1.77e-05
Flavanone	1,3-dimethylbarbituric_acid	ACN	Carbon	Ptsoh	9.4e-06
Flavanone	1,3-dimethylbarbituric_acid	ACN	Carbon	Formic_acid	2.02e-05
Flavanone	1,3-dimethylbarbituric_acid	ACN	Carbon	CsCO3	1.85e-05
Flavanone	1,3-dimethylbarbituric_acid	ACN	Carbon	Triethylamine	1.19e-05
Flavanone	1,3-dimethylbarbituric_acid	ACN	Carbon	NiCl2	1.04e-05
Flavanone	1,3-dimethylbarbituric_acid	ACN	Carbon	CuCl2	9e-06
Flavanone	1,3-dimethylbarbituric_acid	ACN	Carbon	Pd(OAc)2	9.3e-06
Flavanone	1,3-dimethylbarbituric_acid	ACN	Carbon	Dy(OTf)3	1.07e-05
Flavanone	1,3-dimethylbarbituric_acid	ACN	Carbon	Nothing	1.64e-05
Flavanone	1,3-dimethylbarbituric_acid	ACN	Platinum	Ptsoh	1.04e-05
Flavanone	1,3-dimethylbarbituric_acid	ACN	Platinum	Formic_acid	1.11e-05
Flavanone	1,3-dimethylbarbituric_acid	ACN	Platinum	CsCO3	8.4e-06
Flavanone	1,3-dimethylbarbituric_acid	ACN	Platinum	Triethylamine	9.4e-06
Flavanone	1,3-dimethylbarbituric_acid	ACN	Platinum	NiCl2	8.1e-06
Flavanone	1,3-dimethylbarbituric_acid	ACN	Platinum	CuCl2	1.55e-05
Flavanone	1,3-dimethylbarbituric_acid	ACN	Platinum	Pd(OAc)2	8.5e-06
Flavanone	1,3-dimethylbarbituric_acid	ACN	Platinum	Dy(OTf)3	1.42e-05
Flavanone	1,3-dimethylbarbituric_acid	ACN	Platinum	Nothing	1.07e-05
Flavanone	1,3-dimethylbarbituric_acid	DMF	Carbon	Ptsoh	1.08e-05
Flavanone	1,3-dimethylbarbituric_acid	DMF	Carbon	Formic_acid	7.8e-06
Flavanone	1,3-dimethylbarbituric_acid	DMF	Carbon	CsCO3	9.4e-06
Flavanone	1,3-dimethylbarbituric_acid	DMF	Carbon	Triethylamine	1.98e-05
Flavanone	1,3-dimethylbarbituric_acid	DMF	Carbon	NiCl2	1.01e-05
Flavanone	1,3-dimethylbarbituric_acid	DMF	Carbon	CuCl2	1.27e-05
Flavanone	1,3-dimethylbarbituric_acid	DMF	Carbon	Pd(OAc)2	1.07e-05
Flavanone	1,3-dimethylbarbituric_acid	DMF	Carbon	Dy(OTf)3	1.34e-05
Flavanone	1,3-dimethylbarbituric_acid	DMF	Carbon	Nothing	8.5e-06
Flavanone	1,3-dimethylbarbituric_acid	DMF	Platinum	Ptsoh	9.2e-06
Flavanone	1,3-dimethylbarbituric_acid	DMF	Platinum	Formic_acid	1.49e-05
Flavanone	1,3-dimethylbarbituric_acid	DMF	Platinum	CsCO3	1.7e-05
