Bb	CP	Solvent	Electrode	Additives	Prior_score
Flavanone	Cyclohexyl_isocyanide	DMF	Platinum	Pd(OAc)2	0.1799893
Flavanone	Cyclohexyl_isocyanide	DMF	Platinum	Dy(OTf)3	0.2670169
Flavanone	Cyclohexyl_isocyanide	DMF	Platinum	Nothing	0.0398617
Flavanone	4-methoxyphenyl_isocyanide	ACN	Carbon	Ptsoh	0.0066651
Flavanone	4-methoxyphenyl_isocyanide	ACN	Carbon	Formic_acid	8.7e-06
Flavanone	4-methoxyphenyl_isocyanide	ACN	Carbon	CsCO3	0.0169665
Flavanone	4-methoxyphenyl_isocyanide	ACN	Carbon	Triethylamine	4.4e-06
Flavanone	4-methoxyphenyl_isocyanide	ACN	Carbon	NiCl2	0.001758
Flavanone	4-methoxyphenyl_isocyanide	ACN	Carbon	CuCl2	1.81e-05
Flavanone	4-methoxyphenyl_isocyanide	ACN	Carbon	Pd(OAc)2	0.0053765
Flavanone	4-methoxyphenyl_isocyanide	ACN	Carbon	Dy(OTf)3	0.0282514
Flavanone	4-methoxyphenyl_isocyanide	ACN	Carbon	Nothing	0.0017435
Flavanone	4-methoxyphenyl_isocyanide	ACN	Platinum	Ptsoh	0.0007508
Flavanone	4-methoxyphenyl_isocyanide	ACN	Platinum	Formic_acid	1e-07
Flavanone	4-methoxyphenyl_isocyanide	ACN	Platinum	CsCO3	0.005002
Flavanone	4-methoxyphenyl_isocyanide	ACN	Platinum	Triethylamine	1e-07
Flavanone	4-methoxyphenyl_isocyanide	ACN	Platinum	NiCl2	0.0225475
Flavanone	4-methoxyphenyl_isocyanide	ACN	Platinum	CuCl2	8.1e-06
Flavanone	4-methoxyphenyl_isocyanide	ACN	Platinum	Pd(OAc)2	0.0017226
Flavanone	4-methoxyphenyl_isocyanide	ACN	Platinum	Dy(OTf)3	0.0600743
Flavanone	4-methoxyphenyl_isocyanide	ACN	Platinum	Nothing	0.0001723
Flavanone	4-methoxyphenyl_isocyanide	DMF	Carbon	Ptsoh	0.0064813
Flavanone	4-methoxyphenyl_isocyanide	DMF	Carbon	Formic_acid	5.71e-05
Flavanone	4-methoxyphenyl_isocyanide	DMF	Carbon	CsCO3	0.055933
Flavanone	4-methoxyphenyl_isocyanide	DMF	Carbon	Triethylamine	0.0001226
Flavanone	4-methoxyphenyl_isocyanide	DMF	Carbon	NiCl2	0.0055994
Flavanone	4-methoxyphenyl_isocyanide	DMF	Carbon	CuCl2	0.0004414
Flavanone	4-methoxyphenyl_isocyanide	DMF	Carbon	Pd(OAc)2	0.0045376
Flavanone	4-methoxyphenyl_isocyanide	DMF	Carbon	Dy(OTf)3	0.0025647
Flavanone	4-methoxyphenyl_isocyanide	DMF	Carbon	Nothing	0.0043667
Flavanone	4-methoxyphenyl_isocyanide	DMF	Platinum	Ptsoh	0.0351919
Flavanone	4-methoxyphenyl_isocyanide	DMF	Platinum	Formic_acid	5e-07
Flavanone	4-methoxyphenyl_isocyanide	DMF	Platinum	CsCO3	0.0089915
Flavanone	4-methoxyphenyl_isocyanide	DMF	Platinum	Triethylamine	0.0
Flavanone	4-methoxyphenyl_isocyanide	DMF	Platinum	NiCl2	0.0314722
Flavanone	4-methoxyphenyl_isocyanide	DMF	Platinum	CuCl2	0.0004136
Flavanone	4-methoxyphenyl_isocyanide	DMF	Platinum	Pd(OAc)2	0.0278418
Flavanone	4-methoxyphenyl_isocyanide	DMF	Platinum	Dy(OTf)3	0.1726615
Flavanone	4-methoxyphenyl_isocyanide	DMF	Platinum	Nothing	0.0002433
Flavanone	Trimethylsilyl_cyanide	ACN	Carbon	Formic_acid	0.0319665
Flavanone	Trimethylsilyl_cyanide	ACN	Carbon	CsCO3	0.0474421
Flavanone	Trimethylsilyl_cyanide	ACN	Carbon	Triethylamine	0.0267012
Flavanone	Trimethylsilyl_cyanide	ACN	Carbon	NiCl2	0.0223586
Flavanone	Trimethylsilyl_cyanide	ACN	Carbon	CuCl2	0.0087929
Flavanone	Trimethylsilyl_cyanide	ACN	Carbon	Pd(OAc)2	0.0157389
Flavanone	Trimethylsilyl_cyanide	ACN	Carbon	Dy(OTf)3	0.0160862
Flavanone	Trimethylsilyl_cyanide	ACN	Carbon	Nothing	0.086834
Flavanone	Trimethylsilyl_cyanide	ACN	Platinum	Ptsoh	0.469431
Flavanone	Trimethylsilyl_cyanide	ACN	Platinum	Formic_acid	0.0053537
Flavanone	Trimethylsilyl_cyanide	ACN	Platinum	CsCO3	0.1003514
Flavanone	Trimethylsilyl_cyanide	ACN	Platinum	Triethylamine	0.000151
Flavanone	Trimethylsilyl_cyanide	ACN	Platinum	NiCl2	0.0932914
Flavanone	Trimethylsilyl_cyanide	ACN	Platinum	CuCl2	0.0127041
Flavanone	Trimethylsilyl_cyanide	ACN	Platinum	Pd(OAc)2	0.2066497
Flavanone	Trimethylsilyl_cyanide	ACN	Platinum	Dy(OTf)3	0.2043705
Flavanone	Trimethylsilyl_cyanide	ACN	Platinum	Nothing	0.0444649
Flavanone	Trimethylsilyl_cyanide	DMF	Carbon	Ptsoh	0.4153743
Flavanone	Trimethylsilyl_cyanide	DMF	Carbon	Formic_acid	0.0190033
Flavanone	Trimethylsilyl_cyanide	DMF	Carbon	CsCO3	0.0393189
Flavanone	Trimethylsilyl_cyanide	DMF	Carbon	Triethylamine	0.0380314
Flavanone	Trimethylsilyl_cyanide	DMF	Carbon	NiCl2	0.0114675
Flavanone	Trimethylsilyl_cyanide	DMF	Carbon	CuCl2	0.0003196
Flavanone	Trimethylsilyl_cyanide	DMF	Carbon	Pd(OAc)2	0.0045116
Flavanone	Trimethylsilyl_cyanide	DMF	Carbon	Dy(OTf)3	0.0002276
Flavanone	Trimethylsilyl_cyanide	DMF	Carbon	Nothing	0.0583967
Flavanone	Trimethylsilyl_cyanide	DMF	Platinum	Ptsoh	0.2822759
Flavanone	Trimethylsilyl_cyanide	DMF	Platinum	Formic_acid	0.0017664
Flavanone	Trimethylsilyl_cyanide	DMF	Platinum	CsCO3	0.0222776
Flavanone	Trimethylsilyl_cyanide	DMF	Platinum	Triethylamine	0.004704
Flavanone	Trimethylsilyl_cyanide	DMF	Platinum	NiCl2	0.0792559
Flavanone	Trimethylsilyl_cyanide	DMF	Platinum	CuCl2	0.0253223
Flavanone	Trimethylsilyl_cyanide	DMF	Platinum	Pd(OAc)2	0.0653207
Flavanone	Trimethylsilyl_cyanide	DMF	Platinum	Dy(OTf)3	0.124176
Flavanone	Trimethylsilyl_cyanide	DMF	Platinum	Nothing	0.0291259
Flavanone	Ph-maleimide	ACN	Carbon	Ptsoh	0.0108265
Flavanone	Ph-maleimide	ACN	Carbon	Formic_acid	5e-07
Flavanone	Ph-maleimide	ACN	Carbon	CsCO3	0.000871
Flavanone	Ph-maleimide	ACN	Carbon	Triethylamine	1e-07
Flavanone	Ph-maleimide	ACN	Carbon	NiCl2	0.0156757
Flavanone	Ph-maleimide	ACN	Carbon	CuCl2	4.67e-05
Flavanone	Ph-maleimide	ACN	Carbon	Pd(OAc)2	0.0059186
Flavanone	Ph-maleimide	ACN	Carbon	Dy(OTf)3	0.0050483
Flavanone	Ph-maleimide	ACN	Carbon	Nothing	0.0009111
Flavanone	Ph-maleimide	ACN	Platinum	Ptsoh	0.0007022
Flavanone	Ph-maleimide	ACN	Platinum	Formic_acid	1e-07
Flavanone	Ph-maleimide	ACN	Platinum	CsCO3	0.0017047
Flavanone	Ph-maleimide	ACN	Platinum	Triethylamine	0.0
Flavanone	Ph-maleimide	ACN	Platinum	NiCl2	0.0290003
Flavanone	Ph-maleimide	ACN	Platinum	CuCl2	4.9e-06
Flavanone	Ph-maleimide	ACN	Platinum	Pd(OAc)2	0.0171814
Flavanone	Ph-maleimide	ACN	Platinum	Dy(OTf)3	0.0992086
Flavanone	Ph-maleimide	ACN	Platinum	Nothing	0.0003194
Flavanone	Ph-maleimide	DMF	Carbon	Ptsoh	0.0688564
Flavanone	Ph-maleimide	DMF	Carbon	Formic_acid	9.7e-06
Flavanone	Ph-maleimide	DMF	Carbon	CsCO3	0.0293617
Flavanone	Ph-maleimide	DMF	Carbon	Triethylamine	4.19e-05
Flavanone	Ph-maleimide	DMF	Carbon	NiCl2	0.0223898
Flavanone	Ph-maleimide	DMF	Carbon	CuCl2	0.0007165
Flavanone	Ph-maleimide	DMF	Carbon	Pd(OAc)2	0.0045934
Flavanone	Ph-maleimide	DMF	Carbon	Dy(OTf)3	0.0104266
Flavanone	Ph-maleimide	DMF	Carbon	Nothing	0.008764
Flavanone	Ph-maleimide	DMF	Platinum	Ptsoh	0.0595895
Flavanone	Ph-maleimide	DMF	Platinum	Formic_acid	2.5e-06
Flavanone	Ph-maleimide	DMF	Platinum	CsCO3	0.0174971
Flavanone	Ph-maleimide	DMF	Platinum	Triethylamine	3e-07
Flavanone	Ph-maleimide	DMF	Platinum	NiCl2	0.070841
Flavanone	Ph-maleimide	DMF	Platinum	CuCl2	6.55e-05
Flavanone	Ph-maleimide	DMF	Platinum	Pd(OAc)2	0.0440309
Flavanone	Ph-maleimide	DMF	Platinum	Dy(OTf)3	0.1616912
Flavanone	Ph-maleimide	DMF	Platinum	Nothing	0.0012115
Flavanone	Isoprene	ACN	Carbon	Ptsoh	0.1060335
Flavanone	Isoprene	ACN	Carbon	Formic_acid	4.6e-06
Flavanone	Isoprene	ACN	Carbon	CsCO3	0.109126
Flavanone	Isoprene	ACN	Carbon	Triethylamine	9e-06
Flavanone	Isoprene	ACN	Carbon	NiCl2	0.0140507
Flavanone	Isoprene	ACN	Carbon	CuCl2	0.0009566
Flavanone	Isoprene	ACN	Carbon	Pd(OAc)2	0.009157
Flavanone	Isoprene	ACN	Carbon	Dy(OTf)3	0.0191275
Flavanone	Isoprene	ACN	Carbon	Nothing	0.000598
Flavanone	Isoprene	ACN	Platinum	Ptsoh	0.1072098
Flavanone	Isoprene	ACN	Platinum	Formic_acid	6e-07
Flavanone	Isoprene	ACN	Platinum	CsCO3	0.0325116
Flavanone	Isoprene	ACN	Platinum	Triethylamine	7e-07
Flavanone	Isoprene	ACN	Platinum	NiCl2	0.0568219
Flavanone	Isoprene	ACN	Platinum	CuCl2	0.0001446
Flavanone	Isoprene	ACN	Platinum	Pd(OAc)2	0.0168835
Flavanone	Isoprene	ACN	Platinum	Dy(OTf)3	0.1624815
Flavanone	Isoprene	ACN	Platinum	Nothing	0.0005847
Flavanone	Isoprene	DMF	Carbon	Ptsoh	0.2623451
Flavanone	Isoprene	DMF	Carbon	Formic_acid	0.0004182
Flavanone	Isoprene	DMF	Carbon	CsCO3	0.0388207
Flavanone	Isoprene	DMF	Carbon	Triethylamine	0.0005499
Flavanone	Isoprene	DMF	Carbon	NiCl2	0.0140009
Flavanone	Isoprene	DMF	Carbon	CuCl2	0.0251471
Flavanone	Isoprene	DMF	Carbon	Pd(OAc)2	0.0017034
Flavanone	Isoprene	DMF	Carbon	Dy(OTf)3	0.0104165
Flavanone	Isoprene	DMF	Carbon	Nothing	0.02771
Flavanone	Isoprene	DMF	Platinum	Ptsoh	0.4276547
Flavanone	Isoprene	DMF	Platinum	Formic_acid	0.0
Flavanone	Isoprene	DMF	Platinum	CsCO3	0.0253084
Flavanone	Isoprene	DMF	Platinum	Triethylamine	3e-06
Flavanone	Isoprene	DMF	Platinum	NiCl2	0.0920405
Flavanone	Isoprene	DMF	Platinum	CuCl2	0.0025514
Flavanone	Isoprene	DMF	Platinum	Pd(OAc)2	0.081161
Flavanone	Isoprene	DMF	Platinum	Dy(OTf)3	0.1227771
Flavanone	Isoprene	DMF	Platinum	Nothing	0.0311644
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	Ptsoh	0.032341
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	Formic_acid	7.44e-05
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	CsCO3	0.0104612
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	Triethylamine	2.7e-06
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	NiCl2	0.0032283
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	CuCl2	0.0010998
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	Pd(OAc)2	0.002605
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	Dy(OTf)3	0.0010921
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	Nothing	0.0050917
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	Ptsoh	0.0231613
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	Formic_acid	2e-06
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	CsCO3	0.0077003
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	Triethylamine	6e-07
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	NiCl2	0.0312658
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	CuCl2	0.0003812
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	Pd(OAc)2	0.0331972
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	Dy(OTf)3	0.0128261
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	Nothing	0.0018262
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	Ptsoh	0.0247195
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	Formic_acid	0.0012083
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	CsCO3	0.0277698
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	Triethylamine	0.000264
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	NiCl2	0.000553
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	CuCl2	0.0010879
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	Pd(OAc)2	0.0002424
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	Dy(OTf)3	0.000167
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	Nothing	0.0016491
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	Ptsoh	0.039222
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	Formic_acid	9.5e-05
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	CsCO3	0.0277655
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	Triethylamine	2.78e-05
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	NiCl2	0.0426805
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	CuCl2	0.0031266
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	Pd(OAc)2	0.0466343
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	Dy(OTf)3	0.0158873
Cinnamaldehyde	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	Nothing	0.0049543
Cinnamaldehyde	Propylamine	ACN	Carbon	Ptsoh	0.5410534
Cinnamaldehyde	Propylamine	ACN	Carbon	Formic_acid	0.0005354
Cinnamaldehyde	Propylamine	ACN	Carbon	CsCO3	0.3623005
Cinnamaldehyde	Propylamine	ACN	Carbon	Triethylamine	0.0008514
Cinnamaldehyde	Propylamine	ACN	Carbon	NiCl2	0.0142489
Cinnamaldehyde	Propylamine	ACN	Carbon	CuCl2	0.0240089
Cinnamaldehyde	Propylamine	ACN	Carbon	Pd(OAc)2	0.0560397
Cinnamaldehyde	Propylamine	ACN	Carbon	Dy(OTf)3	0.0053359
Cinnamaldehyde	Propylamine	ACN	Carbon	Nothing	0.3410336
Cinnamaldehyde	Propylamine	ACN	Platinum	Ptsoh	0.4554995
Cinnamaldehyde	Propylamine	ACN	Platinum	Formic_acid	1.28e-05
Cinnamaldehyde	Propylamine	ACN	Platinum	CsCO3	0.3746922
Cinnamaldehyde	Propylamine	ACN	Platinum	Triethylamine	1.8e-06
Cinnamaldehyde	Propylamine	ACN	Platinum	NiCl2	0.1668897
Cinnamaldehyde	Propylamine	ACN	Platinum	CuCl2	0.0298296
Cinnamaldehyde	Propylamine	ACN	Platinum	Pd(OAc)2	0.2461452
Cinnamaldehyde	Propylamine	ACN	Platinum	Dy(OTf)3	0.3181538
Cinnamaldehyde	Propylamine	ACN	Platinum	Nothing	0.2169925
Cinnamaldehyde	Propylamine	DMF	Carbon	Ptsoh	0.4777671
Cinnamaldehyde	Propylamine	DMF	Carbon	Formic_acid	0.0028929
Cinnamaldehyde	Propylamine	DMF	Carbon	CsCO3	0.5522271
Cinnamaldehyde	Propylamine	DMF	Carbon	Triethylamine	0.0001975
Cinnamaldehyde	Propylamine	DMF	Carbon	NiCl2	0.0030238
Cinnamaldehyde	Propylamine	DMF	Carbon	CuCl2	0.1249115
Cinnamaldehyde	Propylamine	DMF	Carbon	Pd(OAc)2	0.0048981
Cinnamaldehyde	Propylamine	DMF	Carbon	Dy(OTf)3	0.001592
Cinnamaldehyde	Propylamine	DMF	Carbon	Nothing	0.3939349
Cinnamaldehyde	Propylamine	DMF	Platinum	Ptsoh	0.700534
Cinnamaldehyde	Propylamine	DMF	Platinum	Formic_acid	4.43e-05
Cinnamaldehyde	Propylamine	DMF	Platinum	CsCO3	0.301103
Cinnamaldehyde	Propylamine	DMF	Platinum	Triethylamine	9.91e-05
Cinnamaldehyde	Propylamine	DMF	Platinum	NiCl2	0.2745798
Cinnamaldehyde	Propylamine	DMF	Platinum	CuCl2	0.0858808
Cinnamaldehyde	Propylamine	DMF	Platinum	Pd(OAc)2	0.2195175
Cinnamaldehyde	Propylamine	DMF	Platinum	Dy(OTf)3	0.185783
Cinnamaldehyde	Propylamine	DMF	Platinum	Nothing	0.1564783
Cinnamaldehyde	DABCO	ACN	Carbon	Ptsoh	0.0013711
Cinnamaldehyde	DABCO	ACN	Carbon	Formic_acid	1.05e-05
Cinnamaldehyde	DABCO	ACN	Carbon	CsCO3	0.0043072
Cinnamaldehyde	DABCO	ACN	Carbon	Triethylamine	1.92e-05
Cinnamaldehyde	DABCO	ACN	Carbon	NiCl2	0.0016066
Cinnamaldehyde	DABCO	ACN	Carbon	CuCl2	6.78e-05
Cinnamaldehyde	DABCO	ACN	Carbon	Pd(OAc)2	0.0003697
Cinnamaldehyde	DABCO	ACN	Carbon	Dy(OTf)3	0.0051829
Cinnamaldehyde	DABCO	ACN	Carbon	Nothing	5.16e-05
Cinnamaldehyde	DABCO	ACN	Platinum	Ptsoh	0.000645
Cinnamaldehyde	DABCO	ACN	Platinum	Formic_acid	0.0
Cinnamaldehyde	DABCO	ACN	Platinum	CsCO3	0.0009996
Cinnamaldehyde	DABCO	ACN	Platinum	Triethylamine	0.0
Cinnamaldehyde	DABCO	ACN	Platinum	NiCl2	0.0015695
Cinnamaldehyde	DABCO	ACN	Platinum	CuCl2	2.99e-05
Cinnamaldehyde	DABCO	ACN	Platinum	Pd(OAc)2	0.0006926
Cinnamaldehyde	DABCO	ACN	Platinum	Dy(OTf)3	0.0097051
Cinnamaldehyde	DABCO	ACN	Platinum	Nothing	7.7e-05
Cinnamaldehyde	DABCO	DMF	Carbon	Ptsoh	0.0055989
Cinnamaldehyde	DABCO	DMF	Carbon	Formic_acid	2e-07
Cinnamaldehyde	DABCO	DMF	Carbon	CsCO3	0.012637
Cinnamaldehyde	DABCO	DMF	Carbon	Triethylamine	8.08e-05
Cinnamaldehyde	DABCO	DMF	Carbon	NiCl2	0.0184739
Cinnamaldehyde	DABCO	DMF	Carbon	CuCl2	8e-07
Cinnamaldehyde	DABCO	DMF	Carbon	Pd(OAc)2	0.000238
Cinnamaldehyde	DABCO	DMF	Carbon	Dy(OTf)3	0.001487
Cinnamaldehyde	DABCO	DMF	Carbon	Nothing	0.000956
Cinnamaldehyde	DABCO	DMF	Platinum	Ptsoh	0.0004926
Cinnamaldehyde	DABCO	DMF	Platinum	Formic_acid	1e-07
Cinnamaldehyde	DABCO	DMF	Platinum	CsCO3	0.0090173
Cinnamaldehyde	DABCO	DMF	Platinum	Triethylamine	1e-06
Cinnamaldehyde	DABCO	DMF	Platinum	NiCl2	0.0175566
Cinnamaldehyde	DABCO	DMF	Platinum	CuCl2	1.21e-05
Cinnamaldehyde	DABCO	DMF	Platinum	Pd(OAc)2	0.0058685
Cinnamaldehyde	DABCO	DMF	Platinum	Dy(OTf)3	0.0404975
Cinnamaldehyde	DABCO	DMF	Platinum	Nothing	6.2e-06
Cinnamaldehyde	Potassium_cyanide	ACN	Carbon	Ptsoh	0.5433378
Cinnamaldehyde	Potassium_cyanide	ACN	Carbon	Formic_acid	2.15e-05
Cinnamaldehyde	Potassium_cyanide	ACN	Carbon	CsCO3	0.5273215
Cinnamaldehyde	Potassium_cyanide	ACN	Carbon	Triethylamine	0.0004451
Cinnamaldehyde	Potassium_cyanide	ACN	Carbon	NiCl2	0.0213525
Cinnamaldehyde	Potassium_cyanide	ACN	Carbon	CuCl2	0.0542278
Cinnamaldehyde	Potassium_cyanide	ACN	Carbon	Pd(OAc)2	0.0311059
Cinnamaldehyde	Potassium_cyanide	ACN	Carbon	Dy(OTf)3	0.0127141
Cinnamaldehyde	Potassium_cyanide	ACN	Carbon	Nothing	0.4019275
Cinnamaldehyde	Potassium_cyanide	ACN	Platinum	Ptsoh	0.6626724
Cinnamaldehyde	Potassium_cyanide	ACN	Platinum	Formic_acid	0.0002359
Cinnamaldehyde	Potassium_cyanide	ACN	Platinum	CsCO3	0.3563046
Cinnamaldehyde	Potassium_cyanide	ACN	Platinum	Triethylamine	7.4e-06
Cinnamaldehyde	Potassium_cyanide	ACN	Platinum	NiCl2	0.3763546
Cinnamaldehyde	Potassium_cyanide	ACN	Platinum	CuCl2	0.0266357
Cinnamaldehyde	Potassium_cyanide	ACN	Platinum	Pd(OAc)2	0.1457827
Cinnamaldehyde	Potassium_cyanide	ACN	Platinum	Dy(OTf)3	0.315647
Cinnamaldehyde	Potassium_cyanide	ACN	Platinum	Nothing	0.2581838
Cinnamaldehyde	Potassium_cyanide	DMF	Carbon	Ptsoh	0.5569663
Cinnamaldehyde	Potassium_cyanide	DMF	Carbon	Formic_acid	0.0004706
Cinnamaldehyde	Potassium_cyanide	DMF	Carbon	CsCO3	0.4865627
Cinnamaldehyde	Potassium_cyanide	DMF	Carbon	Triethylamine	0.000505
Cinnamaldehyde	Potassium_cyanide	DMF	Carbon	NiCl2	0.0071067
Cinnamaldehyde	Potassium_cyanide	DMF	Carbon	CuCl2	0.0297064
Cinnamaldehyde	Potassium_cyanide	DMF	Carbon	Pd(OAc)2	0.0052559
Cinnamaldehyde	Potassium_cyanide	DMF	Carbon	Dy(OTf)3	0.000412
Cinnamaldehyde	Potassium_cyanide	DMF	Carbon	Nothing	0.3989325
Cinnamaldehyde	Potassium_cyanide	DMF	Platinum	Ptsoh	0.5248942
Cinnamaldehyde	Potassium_cyanide	DMF	Platinum	Formic_acid	0.0002255
Cinnamaldehyde	Potassium_cyanide	DMF	Platinum	CsCO3	0.380765
Cinnamaldehyde	Potassium_cyanide	DMF	Platinum	Triethylamine	0.000177
Cinnamaldehyde	Potassium_cyanide	DMF	Platinum	NiCl2	0.2794161
Cinnamaldehyde	Potassium_cyanide	DMF	Platinum	CuCl2	0.0674615
Cinnamaldehyde	Potassium_cyanide	DMF	Platinum	Pd(OAc)2	0.1840196
Cinnamaldehyde	Potassium_cyanide	DMF	Platinum	Dy(OTf)3	0.0966668
Cinnamaldehyde	Potassium_cyanide	DMF	Platinum	Nothing	0.120275
Cinnamaldehyde	Rawal_diene	ACN	Carbon	Ptsoh	0.7154467
Cinnamaldehyde	Rawal_diene	ACN	Carbon	Formic_acid	0.0005074
Cinnamaldehyde	Rawal_diene	ACN	Carbon	CsCO3	0.414108
Cinnamaldehyde	Rawal_diene	ACN	Carbon	Triethylamine	0.0007893
Cinnamaldehyde	Rawal_diene	ACN	Carbon	NiCl2	0.006514
Cinnamaldehyde	Rawal_diene	ACN	Carbon	CuCl2	0.0849215
Cinnamaldehyde	Rawal_diene	ACN	Carbon	Pd(OAc)2	0.0935021
Cinnamaldehyde	Rawal_diene	ACN	Carbon	Dy(OTf)3	0.0537227
Cinnamaldehyde	Rawal_diene	ACN	Carbon	Nothing	0.3701685
Cinnamaldehyde	Rawal_diene	ACN	Platinum	Ptsoh	0.5411316
Cinnamaldehyde	Rawal_diene	ACN	Platinum	Formic_acid	6.3e-05
Cinnamaldehyde	Rawal_diene	ACN	Platinum	CsCO3	0.4101624
Cinnamaldehyde	Rawal_diene	ACN	Platinum	Triethylamine	1.61e-05
Cinnamaldehyde	Rawal_diene	ACN	Platinum	NiCl2	0.2752349
Cinnamaldehyde	Rawal_diene	ACN	Platinum	CuCl2	0.0231427
Cinnamaldehyde	Rawal_diene	ACN	Platinum	Pd(OAc)2	0.1768164
Cinnamaldehyde	Rawal_diene	ACN	Platinum	Dy(OTf)3	0.1983151
Cinnamaldehyde	Rawal_diene	ACN	Platinum	Nothing	0.1800414
Cinnamaldehyde	Rawal_diene	DMF	Carbon	Ptsoh	0.4675103
Cinnamaldehyde	Rawal_diene	DMF	Carbon	Formic_acid	0.002076
Cinnamaldehyde	Rawal_diene	DMF	Carbon	CsCO3	0.4629672
Cinnamaldehyde	Rawal_diene	DMF	Carbon	Triethylamine	0.0009879
Cinnamaldehyde	Rawal_diene	DMF	Carbon	NiCl2	0.0029645
Cinnamaldehyde	Rawal_diene	DMF	Carbon	CuCl2	0.0445517
Cinnamaldehyde	Rawal_diene	DMF	Carbon	Pd(OAc)2	0.0115268
Cinnamaldehyde	Rawal_diene	DMF	Carbon	Dy(OTf)3	0.0004295
Cinnamaldehyde	Rawal_diene	DMF	Carbon	Nothing	0.4273406
Cinnamaldehyde	Rawal_diene	DMF	Platinum	Ptsoh	0.5266603
Cinnamaldehyde	Rawal_diene	DMF	Platinum	Formic_acid	3.04e-05
Cinnamaldehyde	Rawal_diene	DMF	Platinum	CsCO3	0.2753914
Cinnamaldehyde	Rawal_diene	DMF	Platinum	Triethylamine	0.0001731
Cinnamaldehyde	Rawal_diene	DMF	Platinum	NiCl2	0.1581067
Cinnamaldehyde	Rawal_diene	DMF	Platinum	CuCl2	0.0585516
Cinnamaldehyde	Rawal_diene	DMF	Platinum	Pd(OAc)2	0.2464594
Cinnamaldehyde	Rawal_diene	DMF	Platinum	Dy(OTf)3	0.1506767
Cinnamaldehyde	Rawal_diene	DMF	Platinum	Nothing	0.2190482
Cinnamaldehyde	Tetrachloroisophthalodinitrile	ACN	Carbon	Ptsoh	0.5188842
Cinnamaldehyde	Tetrachloroisophthalodinitrile	ACN	Carbon	Formic_acid	0.0004773
Cinnamaldehyde	Tetrachloroisophthalodinitrile	ACN	Carbon	CsCO3	0.4110458
Cinnamaldehyde	Tetrachloroisophthalodinitrile	ACN	Carbon	Triethylamine	0.0011507
Cinnamaldehyde	Tetrachloroisophthalodinitrile	ACN	Carbon	NiCl2	0.0109257
Cinnamaldehyde	Tetrachloroisophthalodinitrile	ACN	Carbon	CuCl2	0.073229
Cinnamaldehyde	Tetrachloroisophthalodinitrile	ACN	Carbon	Pd(OAc)2	0.0878029
